               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  51,              1.9317,              1.9355,              1.5626,             0.51785,             0.53076,              0.4979,             0.25587,                   0,                   0,                   0,            0.009604,            0.009604,            0.009604
                  52,              1.9539,              1.9682,              1.5871,             0.48614,             0.58239,             0.51223,             0.24634,                   0,                   0,                   0,           0.0095961,           0.0095961,           0.0095961
                  53,              1.9502,              1.9789,              1.5673,             0.50268,             0.55326,             0.53204,              0.3104,                   0,                   0,                   0,           0.0095882,           0.0095882,           0.0095882
                  54,              1.9585,              1.9599,              1.5478,             0.46949,             0.57334,             0.51517,             0.27434,                   0,                   0,                   0,           0.0095802,           0.0095802,           0.0095802
                  55,              1.9371,              1.9708,              1.5474,             0.40174,             0.54548,             0.46004,             0.25776,                   0,                   0,                   0,           0.0095723,           0.0095723,           0.0095723
                  56,              1.9355,              1.9527,              1.5653,              0.5034,             0.56539,             0.51893,             0.24707,                   0,                   0,                   0,           0.0095644,           0.0095644,           0.0095644
                  57,              1.9437,              1.9545,              1.5583,             0.42837,             0.53094,             0.45953,             0.23045,                   0,                   0,                   0,           0.0095565,           0.0095565,           0.0095565
                  58,              1.8901,               1.924,              1.5385,              0.4705,             0.56413,             0.48587,             0.27165,                   0,                   0,                   0,           0.0095486,           0.0095486,           0.0095486
                  59,               1.951,              1.9428,              1.5729,             0.50059,              0.5865,             0.55096,              0.2942,                   0,                   0,                   0,           0.0095406,           0.0095406,           0.0095406
                  60,              1.9493,              1.9382,              1.5497,             0.46974,              0.6215,             0.53998,             0.30469,                   0,                   0,                   0,           0.0095327,           0.0095327,           0.0095327
                  61,              1.9205,              1.9288,              1.5542,             0.46915,             0.53486,             0.48879,             0.23323,                   0,                   0,                   0,           0.0095248,           0.0095248,           0.0095248
                  62,              1.9474,              1.9267,              1.5557,             0.44425,             0.59655,             0.51871,             0.30192,                   0,                   0,                   0,           0.0095169,           0.0095169,           0.0095169
                  63,              1.9187,              1.9138,              1.5553,             0.46883,              0.6163,              0.5223,             0.25512,                   0,                   0,                   0,            0.009509,            0.009509,            0.009509
                  64,              1.8974,              1.9148,               1.553,             0.52008,             0.58957,             0.55596,             0.28845,                   0,                   0,                   0,            0.009501,            0.009501,            0.009501
                  65,              1.9245,              1.9429,              1.5376,              0.4624,             0.55155,             0.49073,             0.24016,                   0,                   0,                   0,           0.0094931,           0.0094931,           0.0094931
                  66,              1.9146,              1.9311,              1.5528,             0.54923,             0.54551,             0.54727,             0.27949,                   0,                   0,                   0,           0.0094852,           0.0094852,           0.0094852
                  67,              1.8966,              1.8965,              1.5313,             0.45834,             0.58282,             0.52079,             0.27204,                   0,                   0,                   0,           0.0094773,           0.0094773,           0.0094773
                  68,              1.8969,              1.8813,              1.5347,             0.44504,             0.58149,              0.5125,              0.3002,                   0,                   0,                   0,           0.0094694,           0.0094694,           0.0094694
                  69,              1.8965,              1.9017,              1.5279,             0.47504,             0.61715,             0.54883,             0.28419,                   0,                   0,                   0,           0.0094614,           0.0094614,           0.0094614
                  70,              1.9038,              1.8889,              1.5317,             0.40172,             0.57411,             0.48957,             0.27945,                   0,                   0,                   0,           0.0094535,           0.0094535,           0.0094535
                  71,              1.8799,              1.9307,              1.5619,             0.45639,             0.57056,             0.47952,             0.22745,                   0,                   0,                   0,           0.0094456,           0.0094456,           0.0094456
                  72,              1.9078,              1.9342,              1.5424,             0.48707,              0.5778,             0.52809,             0.29574,                   0,                   0,                   0,           0.0094377,           0.0094377,           0.0094377
                  73,              1.8828,              1.8812,              1.5211,             0.51684,             0.55604,             0.52756,             0.28709,                   0,                   0,                   0,           0.0094298,           0.0094298,           0.0094298
                  74,               1.909,              1.8544,               1.539,               0.521,             0.51048,             0.52805,             0.31893,                   0,                   0,                   0,           0.0094218,           0.0094218,           0.0094218
                  75,              1.8942,              1.8755,              1.5307,             0.44424,             0.61194,             0.51578,             0.28008,                   0,                   0,                   0,           0.0094139,           0.0094139,           0.0094139
                  76,              1.8872,              1.8963,              1.5341,              0.5109,             0.62423,             0.57383,             0.30295,                   0,                   0,                   0,            0.009406,            0.009406,            0.009406
                  77,               1.916,               1.885,              1.5332,             0.53146,             0.50291,             0.52601,             0.27982,                   0,                   0,                   0,           0.0093981,           0.0093981,           0.0093981
                  78,              1.8681,              1.8533,              1.5069,             0.51768,             0.54771,             0.54388,              0.2687,                   0,                   0,                   0,           0.0093902,           0.0093902,           0.0093902
                  79,              1.8736,              1.8517,              1.5052,             0.51962,             0.58814,             0.55226,              0.2924,                   0,                   0,                   0,           0.0093822,           0.0093822,           0.0093822
                  80,              1.8844,              1.8709,              1.5218,             0.47606,              0.6012,             0.54173,             0.32167,                   0,                   0,                   0,           0.0093743,           0.0093743,           0.0093743
