                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    218,                0.33777,                0.45473,                0.44457,                0.81366,                0.70954,                0.68278,                0.73358,                0.70235,                0.70954,                0.68278,                0.73587,                 0.5591,                0.31129,                0.45535,                0.85192,                0.82499,             0.00035487,             0.00035487,             0.00035487
                    219,                0.34579,                0.47855,                0.46713,                0.81813,                0.66983,                0.72528,                0.74018,                0.71036,                0.72241,                0.66268,                0.74413,                  0.567,                0.31493,                0.45862,                0.82928,                0.82981,             0.00035075,             0.00035075,             0.00035075
                    220,                0.33864,                 0.4651,                0.43924,                0.81202,                0.67118,                0.71607,                0.73851,                0.70823,                0.67199,                0.71697,                0.74276,                0.56513,                0.31133,                0.45505,                 0.8256,                0.83093,             0.00034663,             0.00034663,             0.00034663
                    221,                0.34272,                0.47073,                 0.4375,                 0.8115,                0.70219,                0.68823,                0.74123,                0.70974,                0.70474,                0.69093,                0.74586,                0.56498,                0.31845,                0.45672,                0.84678,                0.83559,              0.0003425,              0.0003425,              0.0003425
                    222,                0.34259,                0.46937,                0.44514,                0.81271,                0.67108,                0.75417,                 0.7462,                0.71613,                0.67268,                0.75597,                0.74934,                0.57013,                 0.3122,                 0.4532,                0.84153,                0.82533,             0.00033838,             0.00033838,             0.00033838
                    223,                0.33296,                0.43581,                0.42223,                0.80953,                0.69958,                0.72284,                 0.7393,                 0.7067,                0.70491,                0.71642,                0.74395,                0.56522,                0.31434,                0.45437,                0.86171,                0.82936,             0.00033425,             0.00033425,             0.00033425
                    224,                0.32991,                0.44531,                0.42866,                0.81165,                0.66721,                0.75923,                  0.745,                0.71121,                0.66882,                0.76103,                0.74893,                0.57027,                0.31399,                0.45422,                 0.8493,                0.82949,             0.00033013,             0.00033013,             0.00033013
                    225,                0.33588,                0.45662,                 0.4274,                0.81551,                0.68788,                0.74187,                0.73933,                0.70808,                0.68953,                0.74367,                0.74292,                0.56568,                0.31198,                0.45249,                0.85807,                0.82746,               0.000326,               0.000326,               0.000326
                    226,                0.33277,                0.45673,                0.41755,                0.81807,                0.70361,                0.72844,                0.73775,                0.70484,                0.70528,                0.73023,                0.74154,                0.56104,                0.31186,                0.45592,                0.85426,                0.82725,             0.00032188,             0.00032188,             0.00032188
                    227,                 0.3315,                0.45035,                0.42487,                0.81566,                0.66321,                0.74726,                0.74167,                0.70932,                 0.6656,                0.74996,                0.74702,                0.56434,                0.31333,                0.45758,                0.86416,                0.82818,             0.00031775,             0.00031775,             0.00031775
                    228,                0.33361,                0.45882,                0.42474,                0.81798,                0.68402,                0.74592,                0.74209,                0.70965,                0.69302,                0.73824,                0.74694,                0.56759,                0.31289,                0.45167,                0.87843,                0.82804,             0.00031362,             0.00031362,             0.00031362
                    229,                0.33071,                0.45994,                0.41496,                0.81009,                0.66688,                0.76426,                0.75095,                0.71733,                0.67008,                0.76786,                0.75706,                0.57393,                0.31564,                0.44889,                0.85227,                0.82831,              0.0003095,              0.0003095,              0.0003095
                    230,                 0.3399,                0.45595,                0.41933,                 0.8197,                0.69093,                0.72589,                0.74545,                0.71413,                0.69266,                0.72769,                0.75006,                0.56665,                0.31513,                0.45288,                0.88231,                0.83236,             0.00030538,             0.00030538,             0.00030538
                    231,                0.33092,                0.46201,                 0.4137,                0.80668,                0.72513,                0.68818,                0.74839,                0.71621,                0.72793,                0.69088,                0.75285,                0.57082,                0.31331,                0.45336,                0.88271,                0.82937,             0.00030125,             0.00030125,             0.00030125
                    232,                0.32527,                0.44896,                0.40067,                0.80821,                0.71657,                0.69602,                0.75025,                0.71884,                0.71835,                0.69782,                0.75427,                0.57627,                0.31244,                0.45268,                 0.8927,                0.82926,             0.00029713,             0.00029713,             0.00029713
                    233,                0.32967,                0.44978,                0.40924,                0.81309,                0.70283,                0.70861,                0.75057,                0.71803,                0.70455,                0.71041,                0.75426,                0.57394,                0.30644,                0.45194,                0.88559,                0.82604,               0.000293,               0.000293,               0.000293
                    234,                0.33709,                0.46638,                0.42326,                0.81332,                0.69928,                0.73112,                   0.75,                0.71717,                0.70104,                 0.7326,                0.75329,                0.57043,                0.31094,                0.45124,                0.89324,                0.82807,             0.00028888,             0.00028888,             0.00028888
                    235,                0.31864,                0.46355,                 0.3967,                0.80976,                0.71366,                0.71828,                0.75142,                0.71941,                0.71533,                0.72008,                0.75599,                 0.5714,                0.30773,                0.45015,                 0.8774,                  0.828,             0.00028475,             0.00028475,             0.00028475
                    236,                0.32352,                0.44707,                0.39036,                0.80967,                 0.6969,                0.74719,                0.74566,                0.71434,                0.69854,                0.74899,                0.75036,                0.56816,                0.31099,                0.44994,                0.87647,                0.82932,             0.00028063,             0.00028063,             0.00028063
                    237,                0.32638,                0.45802,                0.40289,                0.80937,                 0.7319,                0.70973,                0.74652,                0.71472,                0.73276,                0.71063,                0.74998,                0.56795,                0.30722,                0.45254,                 0.8723,                0.82586,              0.0002765,              0.0002765,              0.0002765
                    238,                0.33815,                0.47478,                0.39438,                0.80985,                0.72346,                0.71547,                 0.7497,                0.71713,                0.72431,                0.71637,                0.75257,                0.57217,                0.30789,                0.45127,                0.86885,                0.82684,             0.00027237,             0.00027237,             0.00027237
                    239,                0.32743,                0.44897,                0.41243,                0.81328,                0.72981,                0.70328,                 0.7466,                0.71315,                0.73124,                0.70551,                0.75039,                0.57018,                0.30889,                0.45408,                0.87242,                0.82805,             0.00026825,             0.00026825,             0.00026825
                    240,                0.31552,                0.44879,                0.39664,                0.80698,                0.70358,                0.72156,                0.74472,                0.71092,                0.70522,                0.72336,                0.74858,                0.56625,                0.30611,                 0.4539,                0.88642,                0.82656,             0.00026413,             0.00026413,             0.00026413
                    241,                0.32191,                0.44136,                0.39368,                0.81046,                 0.6842,                0.74554,                0.74404,                0.71111,                0.69336,                0.74159,                0.74837,                0.56638,                0.30849,                0.45504,                0.89428,                 0.8278,                0.00026,                0.00026,                0.00026
                    242,                0.32201,                 0.4507,                0.39655,                0.81265,                0.68935,                0.73302,                0.74091,                0.70836,                0.69112,                0.73477,                0.74567,                0.56529,                0.30655,                0.45023,                0.88749,                0.82712,             0.00025587,             0.00025587,             0.00025587
                    243,                0.32373,                0.43932,                0.39945,                0.81095,                0.71253,                0.69945,                0.74222,                 0.7109,                0.71429,                0.70125,                0.74593,                0.56751,                0.30494,                0.45004,                0.87764,                0.82458,             0.00025175,             0.00025175,             0.00025175
                    244,                0.32202,                0.43782,                0.38433,                0.81559,                0.67715,                 0.7332,                0.74745,                0.71681,                0.67876,                0.73476,                0.75133,                0.57017,                0.30479,                0.45194,                 0.8806,                0.82419,             0.00024762,             0.00024762,             0.00024762
                    245,                0.32092,                0.44432,                0.40264,                0.81207,                 0.7079,                0.69998,                0.75241,                0.72121,                0.71041,                0.70268,                0.75645,                0.57333,                 0.3002,                0.45406,                0.87885,                 0.8237,              0.0002435,              0.0002435,              0.0002435
                    246,                0.32253,                0.44463,                0.38935,                0.81268,                0.71171,                0.72157,                0.75434,                0.72474,                0.71368,                0.72337,                0.75817,                0.57653,                0.30066,                0.45271,                0.88334,                0.82312,             0.00023938,             0.00023938,             0.00023938
                    247,                0.32525,                 0.4565,                0.40127,                0.81178,                0.72872,                0.69502,                0.75498,                0.72319,                0.72958,                0.69592,                0.75758,                 0.5751,                0.30244,                0.45252,                0.87688,                  0.825,             0.00023525,             0.00023525,             0.00023525
                    248,                0.31955,                0.44644,                0.39111,                0.80975,                0.70983,                0.71263,                0.75832,                0.72489,                0.71152,                0.71443,                0.76206,                0.57665,                0.30277,                0.44988,                0.86708,                0.82635,             0.00023112,             0.00023112,             0.00023112
                    249,                0.32336,                0.44444,                0.39121,                0.81747,                 0.6759,                0.74392,                0.75365,                0.72031,                0.67751,                0.74571,                0.75768,                0.57377,                0.30607,                0.44942,                0.86459,                0.82789,               0.000227,               0.000227,               0.000227
                    250,                0.31841,                0.44288,                0.37295,                0.81372,                0.65797,                 0.7725,                0.75386,                0.72099,                0.65951,                 0.7743,                0.75815,                0.57468,                0.30864,                0.44867,                0.86293,                0.82996,             0.00022288,             0.00022288,             0.00022288
                    251,                0.32224,                0.43546,                0.37682,                0.81099,                0.73419,                0.68892,                0.74839,                0.71841,                0.73879,                0.68548,                0.75109,                0.57052,                0.30712,                 0.4515,                0.87236,                0.82913,             0.00021875,             0.00021875,             0.00021875
                    252,                0.31029,                0.44638,                0.38682,                0.80399,                0.70651,                0.71156,                0.74687,                0.71618,                0.70737,                0.71246,                0.74911,                0.57012,                0.30984,                0.44973,                0.87258,                0.83126,             0.00021462,             0.00021462,             0.00021462
                    253,                0.31144,                0.44745,                0.36726,                0.80592,                0.66509,                0.75732,                 0.7493,                0.71781,                 0.6659,                0.75821,                0.75168,                0.57211,                0.30985,                0.44708,                0.86316,                0.83205,              0.0002105,              0.0002105,              0.0002105
                    254,                0.32082,                 0.4365,                0.36862,                0.81416,                0.70172,                0.72458,                0.75253,                0.72157,                0.70255,                0.72548,                0.75498,                0.57461,                 0.3085,                0.44446,                0.86405,                0.83163,             0.00020637,             0.00020637,             0.00020637
                    255,                0.31441,                0.44392,                0.37442,                0.80806,                0.73127,                0.70953,                0.75001,                0.71978,                0.73213,                0.71043,                0.75242,                0.57535,                0.30903,                0.44657,                0.85877,                0.83139,             0.00020225,             0.00020225,             0.00020225
                    256,                 0.3102,                0.45552,                0.36357,                0.80799,                0.70192,                 0.7187,                0.74889,                0.71845,                0.70275,                 0.7196,                0.75125,                0.57251,                0.30766,                0.44697,                0.85897,                0.82933,             0.00019813,             0.00019813,             0.00019813
                    257,                0.30761,                0.43372,                0.36217,                0.80734,                0.71846,                0.70731,                0.74829,                0.71703,                0.71932,                0.70821,                0.75059,                0.57282,                0.30475,                0.44886,                0.87206,                0.82732,               0.000194,               0.000194,               0.000194
                    258,                0.32031,                0.44461,                0.36368,                0.81434,                0.70995,                0.72269,                0.75345,                0.71996,                 0.7108,                0.72359,                0.75543,                0.57457,                0.30542,                0.44674,                0.87447,                0.82696,             0.00018987,             0.00018987,             0.00018987
                    259,                0.31643,                 0.4369,                 0.3639,                0.80909,                0.71776,                0.71303,                0.74875,                0.71613,                0.71845,                0.71547,                0.75115,                0.56991,                0.30473,                 0.4483,                0.88551,                0.82713,             0.00018575,             0.00018575,             0.00018575
                    260,                0.31136,                0.44173,                0.35561,                0.80189,                0.71734,                0.70627,                0.75112,                0.71988,                0.71819,                0.70717,                0.75442,                0.57254,                0.30324,                0.44827,                0.88311,                 0.8262,             0.00018163,             0.00018163,             0.00018163
                    261,                0.31955,                0.45179,                0.36839,                0.81401,                0.69617,                0.71706,                0.74838,                0.71683,                0.69699,                0.71796,                 0.7508,                0.57165,                0.30319,                0.45279,                0.88693,                0.82607,              0.0001775,              0.0001775,              0.0001775
                    262,                0.31323,                0.43475,                 0.3681,                0.80935,                0.68906,                0.72824,                0.74657,                 0.7155,                0.67431,                 0.7399,                  0.749,                0.57124,                0.30041,                0.45038,                0.88935,                0.82632,             0.00017338,             0.00017338,             0.00017338
                    263,                0.31178,                 0.4413,                0.35995,                0.81191,                0.69239,                0.72197,                0.75127,                0.72039,                 0.6932,                0.72287,                0.75379,                0.57214,                0.30622,                0.45345,                0.89709,                0.82721,             0.00016925,             0.00016925,             0.00016925
                    264,                0.30085,                0.43416,                 0.3524,                0.80575,                0.69276,                  0.734,                0.75129,                0.72117,                0.69436,                 0.7358,                0.75521,                0.57563,                0.30559,                 0.4539,                0.88642,                0.82758,             0.00016512,             0.00016512,             0.00016512
                    265,                0.30747,                0.42874,                0.35868,                 0.8099,                0.71935,                0.72083,                0.75375,                0.72474,                0.72018,                0.72173,                0.75569,                 0.5752,                0.30604,                0.45187,                0.87334,                0.82845,               0.000161,               0.000161,               0.000161
                    266,                0.30913,                0.43661,                0.36639,                0.80587,                0.70728,                0.71148,                0.74942,                 0.7209,                0.70812,                0.71238,                0.75148,                0.57145,                0.30494,                0.45007,                0.88072,                0.82742,             0.00015688,             0.00015688,             0.00015688
                    267,                0.31236,                0.43606,                0.35504,                 0.8095,                0.69982,                0.72603,                0.74913,                0.71942,                0.70065,                0.72693,                0.75029,                0.56973,                0.30546,                0.44795,                0.87625,                0.82703,             0.00015275,             0.00015275,             0.00015275
                    268,                0.30644,                 0.4348,                0.34902,                0.80646,                0.68136,                0.74546,                0.74988,                0.72032,                0.68193,                0.74674,                0.75227,                0.57181,                0.30525,                0.44917,                0.88375,                0.82903,             0.00014862,             0.00014862,             0.00014862
                    269,                0.30124,                0.44191,                0.34979,                0.81004,                0.68616,                0.74326,                0.74651,                0.71656,                0.68695,                0.74416,                0.74877,                0.56916,                0.30372,                 0.4493,                0.88948,                0.82807,              0.0001445,              0.0001445,              0.0001445
                    270,                0.29935,                0.43329,                0.34518,                0.80042,                0.70023,                0.73719,                0.74881,                0.71921,                0.70106,                0.73809,                0.75058,                0.57217,                0.30285,                 0.4486,                 0.8859,                0.82742,             0.00014038,             0.00014038,             0.00014038
                    271,                0.29977,                 0.4284,                0.35104,                0.80404,                0.68993,                0.74063,                0.75013,                0.72093,                0.73006,                0.70371,                0.75154,                0.57124,                0.30246,                0.44675,                0.87743,                0.82771,             0.00013625,             0.00013625,             0.00013625
                    272,                0.30355,                0.42634,                 0.3338,                0.80679,                0.71204,                0.73183,                0.74968,                0.72111,                0.71288,                0.73273,                 0.7511,                 0.5745,                0.30177,                0.44431,                0.88162,                0.82665,             0.00013212,             0.00013212,             0.00013212
                    273,                0.30731,                0.44086,                0.35187,                0.80895,                0.72341,                 0.7012,                0.74734,                 0.7184,                0.72512,                  0.703,                0.75052,                0.57196,                0.30265,                0.44492,                0.88638,                0.82701,               0.000128,               0.000128,               0.000128
                    274,                0.30124,                0.43038,                0.34665,                0.81002,                 0.7185,                 0.7117,                0.74896,                0.71946,                0.71935,                 0.7126,                0.75082,                0.57292,                0.30297,                0.44558,                0.89482,                0.82695,             0.00012387,             0.00012387,             0.00012387
                    275,                0.30871,                0.43801,                0.34428,                0.81044,                0.70495,                0.71538,                0.74706,                0.71879,                0.70578,                0.71628,                0.74888,                0.57128,                0.30122,                0.44562,                0.89852,                0.82684,             0.00011975,             0.00011975,             0.00011975
                    276,                0.29954,                0.43532,                0.33591,                 0.8094,                0.69714,                0.71924,                 0.7465,                0.71845,                0.69796,                0.72014,                0.74822,                0.57084,                0.30038,                0.44556,                0.90395,                0.82643,             0.00011563,             0.00011563,             0.00011563
                    277,                0.30431,                 0.4335,                0.35103,                0.80767,                0.70096,                0.71654,                0.74651,                0.71941,                0.70179,                0.71744,                0.74816,                0.57214,                0.30084,                0.44581,                0.89792,                0.82719,              0.0001115,              0.0001115,              0.0001115
                    278,                0.30556,                0.44302,                0.34225,                0.80952,                0.70118,                0.72344,                0.74691,                0.71976,                0.70201,                0.72434,                 0.7488,                0.56987,                0.30467,                 0.4455,                0.89672,                0.82883,             0.00010737,             0.00010737,             0.00010737
                    279,                0.29598,                0.42868,                0.33601,                0.81293,                0.68736,                0.73185,                0.74736,                0.72007,                0.68817,                0.73275,                0.74922,                 0.5712,                0.30564,                0.44396,                0.90784,                0.82883,             0.00010325,             0.00010325,             0.00010325
                    280,                0.30268,                0.44219,                0.32215,                 0.8081,                 0.7102,                0.71836,                0.74509,                0.71618,                0.71126,                0.71922,                0.74714,                0.56983,                 0.3062,                0.44422,                0.91237,                 0.8293,             9.9125e-05,             9.9125e-05,             9.9125e-05
                    281,                0.29602,                0.43237,                 0.3305,                0.80409,                0.69253,                 0.7415,                 0.7478,                0.71847,                0.69442,                0.74319,                0.75084,                0.57288,                0.30265,                0.44265,                0.89235,                0.82811,                9.5e-05,                9.5e-05,                9.5e-05
                    282,                0.30156,                0.43889,                0.33757,                0.80063,                0.69443,                 0.7397,                0.74907,                0.72067,                0.69524,                 0.7406,                0.75113,                0.57418,                0.30359,                0.44277,                0.89474,                0.82869,             9.0875e-05,             9.0875e-05,             9.0875e-05
                    283,                0.30098,                0.42553,                0.34207,                0.80784,                0.72214,                0.72689,                0.74946,                0.72045,                0.72335,                0.72765,                0.75145,                0.57435,                0.30469,                  0.442,                0.89606,                0.82899,              8.675e-05,              8.675e-05,              8.675e-05
                    284,                0.29565,                0.42875,                0.33062,                0.80299,                0.69726,                0.73572,                0.74923,                 0.7213,                0.69807,                0.73662,                0.75126,                0.57432,                0.30398,                0.44188,                0.89904,                0.82838,             8.2625e-05,             8.2625e-05,             8.2625e-05
                    285,                0.30007,                0.42393,                0.32661,                0.80655,                0.71284,                0.72484,                0.74803,                0.71986,                0.71443,                0.72354,                0.75117,                0.57358,                0.30154,                0.44388,                0.90049,                0.82707,               7.85e-05,               7.85e-05,               7.85e-05
                    286,                0.29699,                0.42802,                0.31708,                0.80637,                0.71962,                0.72178,                0.74933,                0.72101,                0.72297,                0.71904,                0.75247,                0.57515,                0.30025,                0.44454,                0.90502,                0.82619,             7.4375e-05,             7.4375e-05,             7.4375e-05
                    287,                0.29237,                0.41731,                0.33127,                0.80004,                0.71389,                 0.7311,                0.74824,                0.71975,                0.71559,                0.73265,                 0.7514,                0.57399,                 0.2998,                0.44278,                0.90635,                0.82667,              7.025e-05,              7.025e-05,              7.025e-05
                    288,                0.29544,                0.42541,                 0.3233,                0.80451,                0.70598,                0.73801,                0.75146,                0.72285,                0.70697,                 0.7387,                0.75333,                0.57469,                0.29987,                0.44351,                 0.8989,                0.82698,             6.6125e-05,             6.6125e-05,             6.6125e-05
                    289,                0.29063,                0.41749,                0.31521,                0.80478,                0.70267,                0.73687,                0.75189,                0.72319,                0.70349,                0.73777,                0.75372,                0.57365,                0.29984,                0.44294,                0.89906,                0.82709,                6.2e-05,                6.2e-05,                6.2e-05
                    290,                0.29375,                0.42679,                 0.3133,                0.80581,                0.68482,                0.75155,                0.75055,                0.72221,                0.68641,                0.75335,                0.75319,                0.57326,                0.29901,                  0.442,                0.90116,                0.82721,             5.7875e-05,             5.7875e-05,             5.7875e-05
                    291,                0.26518,                0.42779,                0.25878,                0.79712,                0.69698,                0.73055,                0.74212,                0.71531,                0.69781,                0.73145,                0.74549,                0.56552,                0.30144,                0.44382,                0.91027,                0.82649,              5.375e-05,              5.375e-05,              5.375e-05
                    292,                0.26306,                  0.428,                0.24373,                0.79761,                0.69693,                0.71791,                0.73503,                0.70759,                0.69967,                0.71695,                0.73844,                0.55877,                0.30394,                0.44815,                0.92813,                0.82616,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    293,                 0.2618,                 0.4257,                0.24434,                0.79197,                0.72337,                0.68629,                0.73167,                0.70423,                0.72511,                0.68809,                0.73366,                0.55653,                0.30407,                 0.4496,                0.93646,                0.82579,               4.55e-05,               4.55e-05,               4.55e-05
                    294,                0.24995,                0.41099,                0.23275,                 0.7965,                0.73481,                0.69494,                0.72973,                 0.7027,                0.73587,                0.69674,                 0.7316,                0.55703,                 0.3036,                 0.4487,                0.93689,                0.82576,             4.1375e-05,             4.1375e-05,             4.1375e-05
                    295,                0.25877,                0.42237,                 0.2403,                0.79628,                0.73297,                0.68975,                0.72713,                0.70077,                0.73418,                0.69175,                0.72964,                0.55776,                0.30212,                0.44732,                0.93349,                0.82572,              3.725e-05,              3.725e-05,              3.725e-05
                    296,                0.25328,                0.41589,                0.23259,                0.78889,                 0.7246,                 0.7019,                0.72794,                 0.7016,                0.72714,                 0.7046,                0.73036,                0.55876,                0.30235,                0.44709,                 0.9295,                0.82587,             3.3125e-05,             3.3125e-05,             3.3125e-05
                    297,                 0.2572,                0.41248,                 0.2335,                0.79031,                0.72377,                 0.6953,                0.72814,                0.70173,                 0.7262,                0.69816,                0.73049,                0.55831,                0.30155,                0.44765,                0.92969,                 0.8258,                2.9e-05,                2.9e-05,                2.9e-05
                    298,                0.25261,                0.41383,                0.23487,                0.79595,                0.71896,                0.69588,                 0.7288,                0.70242,                0.72045,                0.69871,                0.73114,                0.55851,                0.30032,                0.44705,                0.93413,                0.82571,             2.4875e-05,             2.4875e-05,             2.4875e-05
                    299,                0.25259,                0.41404,                0.23482,                0.79066,                0.72187,                0.70964,                0.73157,                0.70615,                0.72438,                0.71234,                0.73406,                0.56165,                0.29835,                0.44524,                0.93378,                0.82559,              2.075e-05,              2.075e-05,              2.075e-05
                    300,                0.25096,                0.40594,                 0.2297,                0.78837,                0.71687,                0.71458,                0.73174,                0.70559,                0.71937,                0.71727,                0.73408,                0.56186,                0.29931,                0.44601,                0.93905,                 0.8256,             1.6625e-05,             1.6625e-05,             1.6625e-05
