               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 128,             0.83089,              1.3955,              1.1316,             0.52263,             0.65169,             0.60095,             0.55698,                   0,                   0,                   0,          0.00089942,          0.00089942,          0.00089942
                 129,             0.82964,              1.3978,              1.1303,             0.51286,              0.6538,             0.59845,             0.55548,                   0,                   0,                   0,          0.00089862,          0.00089862,          0.00089862
                 130,             0.83108,              1.3861,              1.1322,             0.55097,             0.60003,             0.59383,             0.55305,                   0,                   0,                   0,          0.00089783,          0.00089783,          0.00089783
                 131,             0.82935,              1.3585,              1.1378,             0.57483,              0.5893,             0.61278,             0.56494,                   0,                   0,                   0,          0.00089704,          0.00089704,          0.00089704
                 132,             0.82916,              1.3942,              1.1376,             0.57114,              0.5663,              0.6024,             0.55896,                   0,                   0,                   0,          0.00089625,          0.00089625,          0.00089625
                 133,             0.81962,              1.3465,              1.1382,             0.56872,             0.63494,             0.62346,             0.58095,                   0,                   0,                   0,          0.00089546,          0.00089546,          0.00089546
                 134,             0.79816,              1.3779,               1.121,             0.60401,             0.58381,             0.62425,              0.5818,                   0,                   0,                   0,          0.00089466,          0.00089466,          0.00089466
                 135,             0.84174,              1.3635,              1.1435,             0.55023,             0.62181,             0.62551,             0.57295,                   0,                   0,                   0,          0.00089387,          0.00089387,          0.00089387
                 136,             0.82485,              1.3671,              1.1263,             0.59185,             0.63695,             0.62915,             0.58399,                   0,                   0,                   0,          0.00089308,          0.00089308,          0.00089308
                 137,             0.83626,              1.3967,              1.1265,             0.58679,             0.60125,              0.6235,              0.5801,                   0,                   0,                   0,          0.00089229,          0.00089229,          0.00089229
                 138,             0.80867,              1.3342,              1.1197,             0.55195,             0.61186,             0.60926,             0.56664,                   0,                   0,                   0,           0.0008915,           0.0008915,           0.0008915
                 139,             0.81729,              1.3624,              1.1185,             0.55407,             0.59502,             0.60686,              0.5657,                   0,                   0,                   0,           0.0008907,           0.0008907,           0.0008907
                 140,             0.80727,              1.3267,              1.1239,              0.5583,             0.63379,             0.63727,             0.59952,                   0,                   0,                   0,          0.00088991,          0.00088991,          0.00088991
                 141,              0.8291,              1.3498,              1.1317,             0.59781,             0.61228,             0.63144,             0.58354,                   0,                   0,                   0,          0.00088912,          0.00088912,          0.00088912
                 142,             0.79776,              1.3203,              1.1247,             0.53304,             0.64324,             0.62257,             0.57923,                   0,                   0,                   0,          0.00088833,          0.00088833,          0.00088833
                 143,             0.81254,              1.3643,              1.1204,             0.59177,             0.56899,             0.61841,             0.57471,                   0,                   0,                   0,          0.00088754,          0.00088754,          0.00088754
                 144,             0.83159,              1.3443,              1.1243,             0.54049,              0.6592,             0.60968,             0.56613,                   0,                   0,                   0,          0.00088674,          0.00088674,          0.00088674
                 145,              0.8202,              1.3445,              1.1227,             0.63402,             0.55381,             0.63058,             0.58536,                   0,                   0,                   0,          0.00088595,          0.00088595,          0.00088595
                 146,             0.79054,              1.3097,              1.1148,             0.54684,             0.65559,             0.63035,             0.58884,                   0,                   0,                   0,          0.00088516,          0.00088516,          0.00088516
                 147,             0.80804,              1.3298,              1.1185,             0.58382,             0.63414,             0.61946,             0.57515,                   0,                   0,                   0,          0.00088437,          0.00088437,          0.00088437
                 148,             0.82704,              1.3348,              1.1339,             0.59129,             0.64621,             0.63899,             0.59492,                   0,                   0,                   0,          0.00088358,          0.00088358,          0.00088358
                 149,              0.8197,              1.3198,              1.1261,             0.57511,             0.64579,             0.64282,             0.60211,                   0,                   0,                   0,          0.00088278,          0.00088278,          0.00088278
                 150,             0.83051,              1.3226,              1.1214,             0.63441,             0.56965,             0.63697,             0.59646,                   0,                   0,                   0,          0.00088199,          0.00088199,          0.00088199
                 151,             0.78533,              1.3207,              1.1107,             0.56134,             0.61615,             0.60542,             0.56535,                   0,                   0,                   0,           0.0008812,           0.0008812,           0.0008812
                 152,             0.79891,              1.2808,               1.127,             0.54766,             0.62245,             0.62718,             0.58537,                   0,                   0,                   0,          0.00088041,          0.00088041,          0.00088041
